"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"RQC00668815","01"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","01","99","99","    5.52"," ","S","13","    26.6"," ","S","13","    17.5"," ","S","13","     5.8"," ","S","13","     1.5"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    3.85"," ","S","13","    5.27"," ","S","13","    6.24"," ","S","13","    3.70"," ","S","13","    4.84"," ","S","13","    5.41"," ","S","13","    6.37"," ","S","13","    4.51"," ","S","13","    5.74"," ","S","13"
"RQC00668815","02"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","02","99","99","    3.64"," ","S","14","    22.0"," ","S","14","    13.1"," ","S","14","     3.0"," ","S","14","     1.2"," ","S","14","     0.4"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    2.11"," ","S","14","    3.26"," ","S","14","    4.16"," ","S","14","    1.94"," ","S","14","    2.69"," ","S","14","    3.48"," ","S","14","    4.59"," ","S","14","    2.25"," ","S","14","    3.63"," ","S","14"
"RQC00668815","03"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","03","99","99","    4.80"," ","R","11","    22.2"," ","P","11","    13.8"," ","P","11","     4.7"," ","P","11","     2.3"," ","P","11","     0.5"," ","P","11","     0.2"," ","P","11","     0.0"," ","P","11","     0.0"," ","P","11","    3.02"," ","R","11","    3.73"," ","R","11","    5.89"," ","R","11","    2.63"," ","R","11","    3.64"," ","R","11","    5.21"," ","R","11","    6.05"," ","R","11","    3.52"," ","R","11","    5.60"," ","R","11"
"RQC00668815","04"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","04","99","99","    7.23"," ","S","14","    23.5"," ","S","14","    16.6"," ","S","14","     6.5"," ","S","14","     3.1"," ","S","14","     1.9"," ","S","14","     0.5"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    4.54"," ","S","14","    5.37"," ","S","14","    8.97"," ","S","14","    4.49"," ","S","14","    5.18"," ","S","14","    6.54"," ","S","14","    9.82"," ","S","14","    4.90"," ","S","14","    8.12"," ","S","14"
"RQC00668815","05"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","05","99","99","   10.41"," ","S","14","    25.1"," ","S","14","    19.5"," ","S","14","    10.9"," ","S","14","     6.2"," ","S","14","     2.9"," ","S","14","     1.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    4.61"," ","S","14","   10.87"," ","S","14","   14.53"," ","S","14","    4.42"," ","S","14","    8.41"," ","S","14","   11.21"," ","S","14","   15.82"," ","S","14","    4.95"," ","S","14","   12.05"," ","S","14"
"RQC00668815","06"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","06","99","99","    7.82"," ","S","13","    23.9"," ","S","13","    18.1"," ","S","13","     9.1"," ","S","13","     3.9"," ","S","13","     2.0"," ","S","13","     0.4"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    3.98"," ","S","13","    6.64"," ","S","13","   11.79"," ","S","13","    2.72"," ","S","13","    6.12"," ","S","13","    7.78"," ","S","13","   12.69"," ","S","13","    5.58"," ","S","13","    9.02"," ","S","13"
"RQC00668815","07"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","07","99","99","   10.68"," ","S","14","    25.1"," ","S","14","    18.8"," ","S","14","    10.8"," ","S","14","     5.0"," ","S","14","     3.3"," ","S","14","     0.7"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    7.05"," ","S","14","    9.65"," ","S","14","   11.88"," ","S","14","    6.40"," ","S","14","    9.02"," ","S","14","   10.54"," ","S","14","   13.62"," ","S","14","    8.22"," ","S","14","   11.04"," ","S","14"
"RQC00668815","08"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","08","99","99","   11.12"," ","S","13","    24.9"," ","S","14","    18.0"," ","S","14","     9.8"," ","S","14","     5.6"," ","S","14","     3.1"," ","S","14","     1.4"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","    8.21"," ","S","13","    9.42"," ","S","13","   13.06"," ","S","13","    7.81"," ","S","13","    8.77"," ","S","13","   10.10"," ","S","13","   13.43"," ","S","13","    8.24"," ","S","13","   11.48"," ","S","13"
"RQC00668815","09"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","09","99","99","   10.23"," ","R","11","    24.0"," ","S","13","    17.6"," ","S","13","     9.6"," ","S","13","     5.2"," ","S","13","     1.9"," ","S","13","     0.9"," ","S","13","     0.4"," ","S","13","     0.1"," ","S","13","    5.05"," ","R","11","    6.50"," ","R","11","   12.43"," ","R","11","    4.82"," ","R","11","    6.18"," ","R","11","    8.90"," ","R","11","   13.02"," ","R","11","    5.67"," ","R","11","   10.04"," ","R","11"
"RQC00668815","10"," 18.1517"," -65.9589"," 155.4","SAN LORENZO 3S, PR RQ","10","99","99","   11.54"," ","S","12","    26.0"," ","S","12","    19.5"," ","S","12","    11.6"," ","S","12","     6.9"," ","S","12","     3.1"," ","S","12","     1.2"," ","S","12","     0.1"," ","S","12","     0.1"," ","S","12","    9.16"," ","S","12","   10.23"," ","S","12","   15.44"," ","S","12","    8.36"," ","S","12","   10.03"," ","S","12","   11.70"," ","S","12","   16.39"," ","S","12","    9.87"," ","S","12","   13.44"," ","S","12"
