"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"RQC00666361","01"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","01","99","99","    3.38"," ","E"," 8"
"RQC00666361","02"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","02","99","99","    3.01"," ","E","11"
"RQC00666361","03"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","03","99","99","    4.55"," ","E"," 8"
"RQC00666361","04"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","04","99","99","    4.80"," ","E"," 9"
"RQC00666361","05"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","05","99","99","    8.39"," ","E"," 8"
"RQC00666361","06"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","06","99","99","    5.19"," ","E","11"
"RQC00666361","07"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","07","99","99","    6.36"," ","E"," 9"
"RQC00666361","08"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","08","99","99","    6.30"," ","E","10"
"RQC00666361","09"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","09","99","99","    7.84"," ","E","11"
"RQC00666361","10"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","10","99","99","    6.25"," ","E","10"
"RQC00666361","11"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","11","99","99","    5.88"," ","E","12"
"RQC00666361","12"," 18.4736"," -67.0289"," 125.0","MORA CAMP, PR RQ","12","99","99","    3.89"," ","E","12"
