"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"FMC00914213","01","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","01","99","99","    8.56"," ","S","14","    23.3"," ","S","14","    12.9"," ","S","14","     8.6"," ","S","14","     4.9"," ","S","14","     2.4"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    5.45"," ","S","14","    6.48"," ","S","14","   13.63"," ","S","14","    4.68"," ","S","14","    5.81"," ","S","14","    6.90"," ","S","14","   14.38"," ","S","14","    5.79"," ","S","14","    9.11"," ","S","14"
"FMC00914213","02","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","02","99","99","    6.87"," ","S","13","    20.6"," ","S","13","     8.3"," ","S","13","     5.3"," ","S","13","     3.3"," ","S","13","     1.9"," ","S","13","     1.1"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","    3.04"," ","S","13","    4.56"," ","S","13","    7.76"," ","S","13","    2.77"," ","S","13","    3.96"," ","S","13","    5.70"," ","S","13","    9.20"," ","S","13","    3.20"," ","S","13","    6.37"," ","S","13"
"FMC00914213","03","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","03","99","99","    5.86"," ","S","14","    19.3"," ","S","14","     9.2"," ","S","14","     5.7"," ","S","14","     3.1"," ","S","14","     1.6"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    4.42"," ","S","14","    5.49"," ","S","14","    7.45"," ","S","14","    4.19"," ","S","14","    4.87"," ","S","14","    6.32"," ","S","14","    8.05"," ","S","14","    4.59"," ","S","14","    6.65"," ","S","14"
"FMC00914213","04","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","04","99","99","    6.11"," ","S","14","    20.6"," ","S","14","    10.1"," ","S","14","     7.0"," ","S","14","     3.8"," ","S","14","     1.1"," ","S","14","     0.4"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","    3.78"," ","S","14","    4.95"," ","S","14","    6.94"," ","S","14","    3.55"," ","S","14","    4.68"," ","S","14","    5.21"," ","S","14","    7.20"," ","S","14","    4.24"," ","S","14","    6.00"," ","S","14"
"FMC00914213","05","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","05","99","99","    9.64"," ","S","13","    23.4"," ","S","13","    13.4"," ","S","13","     9.1"," ","S","13","     5.5"," ","S","13","     2.4"," ","S","13","     0.5"," ","S","13","     0.2"," ","S","13","     0.2"," ","S","13","    6.20"," ","S","13","    9.15"," ","S","13","   11.69"," ","S","13","    6.04"," ","S","13","    8.63"," ","S","13","   10.02"," ","S","13","   12.62"," ","S","13","    7.46"," ","S","13","   10.94"," ","S","13"
"FMC00914213","06","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","06","99","99","   10.95"," ","R","11","    27.1"," ","S","12","    17.0"," ","S","12","    11.9"," ","S","12","     7.2"," ","S","12","     3.1"," ","S","12","     1.1"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    7.56"," ","R","11","   10.59"," ","R","11","   13.65"," ","R","11","    7.41"," ","R","11","    8.09"," ","R","11","   11.08"," ","R","11","   16.10"," ","R","11","    7.89"," ","R","11","   11.41"," ","R","11"
"FMC00914213","07","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","07","99","99","   12.46"," ","S","12","    25.8"," ","S","12","    16.6"," ","S","12","    12.9"," ","S","12","     8.2"," ","S","12","     3.8"," ","S","12","     1.3"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    9.38"," ","S","12","   11.79"," ","S","12","   15.20"," ","S","12","    9.07"," ","S","12","   10.38"," ","S","12","   13.46"," ","S","12","   16.06"," ","S","12","    9.74"," ","S","12","   13.89"," ","S","12"
"FMC00914213","08","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","08","99","99","   12.76"," ","S","14","    26.0"," ","S","14","    16.9"," ","S","14","    12.4"," ","S","14","     8.0"," ","S","14","     4.1"," ","S","14","     1.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","   10.46"," ","S","14","   11.98"," ","S","14","   15.22"," ","S","14","   10.25"," ","S","14","   11.71"," ","S","14","   12.46"," ","S","14","   15.57"," ","S","14","   11.25"," ","S","14","   13.44"," ","S","14"
"FMC00914213","09","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","09","99","99","   12.98"," ","S","14","    25.6"," ","S","14","    15.9"," ","S","14","    11.6"," ","S","14","     7.6"," ","S","14","     4.3"," ","S","14","     1.0"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","   10.62"," ","S","14","   11.57"," ","S","14","   16.27"," ","S","14","   10.06"," ","S","14","   11.45"," ","S","14","   12.70"," ","S","14","   17.79"," ","S","14","   11.27"," ","S","14","   13.79"," ","S","14"
"FMC00914213","10","  9.4508"," 138.0620","  15.2","GILMAN, FM FM","10","99","99","   11.45"," ","S","13","    25.6"," ","S","14","    15.0"," ","S","14","    10.2"," ","S","14","     6.6"," ","S","14","     3.4"," ","S","14","     1.1"," ","S","14","     0.2"," ","S","14","     0.1"," ","S","14","    7.05"," ","S","13","   10.93"," ","S","13","   14.73"," ","S","13","    5.70"," ","S","13","    9.71"," ","S","13","   11.83"," ","S","13","   16.06"," ","S","13","    8.41"," ","S","13","   12.98"," ","S","13"
