"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"FMC00914808","01","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","01","99","99","    8.08"," ","S","14","    18.5"," ","S","14","    12.4"," ","S","14","     8.7"," ","S","14","     4.7"," ","S","14","     1.7"," ","S","14","     0.9"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    5.07"," ","S","14","    7.96"," ","S","14","   10.00"," ","S","14","    4.23"," ","S","14","    6.63"," ","S","14","    8.82"," ","S","14","   10.52"," ","S","14","    6.10"," ","S","14","    9.38"," ","S","14"
"FMC00914808","02","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","02","99","99","    6.67"," ","S","12","    17.1"," ","S","12","    11.4"," ","S","12","     6.9"," ","S","12","     4.0"," ","S","12","     2.4"," ","S","12","     0.8"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","    3.69"," ","S","12","    5.33"," ","S","12","    6.82"," ","S","12","    2.65"," ","S","12","    5.00"," ","S","12","    5.67"," ","S","12","    8.14"," ","S","12","    4.78"," ","S","12","    5.76"," ","S","12"
"FMC00914808","03","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","03","99","99","    5.78"," ","S","13","    14.3"," ","S","14","     9.3"," ","S","14","     5.3"," ","S","14","     3.2"," ","S","14","     1.5"," ","S","14","     0.5"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    3.33"," ","S","13","    5.69"," ","S","13","    7.72"," ","S","13","    3.17"," ","S","13","    4.87"," ","S","13","    6.88"," ","S","13","    7.82"," ","S","13","    3.93"," ","S","13","    7.51"," ","S","13"
"FMC00914808","04","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","04","99","99","    5.74"," ","S","13","    16.8"," ","S","14","    10.3"," ","S","14","     6.4"," ","S","14","     3.3"," ","S","14","     1.6"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    2.76"," ","S","13","    4.67"," ","S","13","    8.17"," ","S","13","    2.73"," ","S","13","    3.45"," ","S","13","    6.50"," ","S","13","    8.50"," ","S","13","    3.19"," ","S","13","    7.22"," ","S","13"
"FMC00914808","05","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","05","99","99","    8.15"," ","S","13","    19.4"," ","S","13","    13.5"," ","S","13","     8.6"," ","S","13","     4.7"," ","S","13","     2.2"," ","S","13","     0.6"," ","S","13","     0.1"," ","S","13","     0.1"," ","S","13","    5.11"," ","S","13","    7.19"," ","S","13","   11.24"," ","S","13","    4.93"," ","S","13","    6.15"," ","S","13","    9.23"," ","S","13","   12.00"," ","S","13","    5.72"," ","S","13","    9.70"," ","S","13"
"FMC00914808","06","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","06","99","99","   10.27"," ","R","11","    21.6"," ","S","12","    16.0"," ","S","12","    11.0"," ","S","12","     6.1"," ","S","12","     2.5"," ","S","12","     0.8"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    9.05"," ","R","11","    9.89"," ","R","11","   11.92"," ","R","11","    8.93"," ","R","11","    9.77"," ","R","11","   10.05"," ","R","11","   12.54"," ","R","11","    9.53"," ","R","11","   10.52"," ","R","11"
"FMC00914808","07","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","07","99","99","   12.83"," ","R","11","    21.7"," ","P","11","    16.9"," ","P","11","    12.3"," ","P","11","     8.0"," ","P","11","     4.3"," ","P","11","     1.2"," ","P","11","     0.3"," ","P","11","     0.0"," ","P","11","    8.71"," ","R","11","   12.94"," ","R","11","   15.08"," ","R","11","    8.39"," ","R","11","   12.63"," ","R","11","   14.26"," ","R","11","   15.63"," ","R","11","   11.21"," ","R","11","   14.48"," ","R","11"
"FMC00914808","08","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","08","99","99","   12.44"," ","S","13","    21.8"," ","S","14","    16.4"," ","S","14","    12.0"," ","S","14","     7.7"," ","S","14","     3.8"," ","S","14","     1.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","   10.74"," ","S","13","   12.94"," ","S","13","   13.51"," ","S","13","    9.93"," ","S","13","   12.06"," ","S","13","   12.99"," ","S","13","   13.78"," ","S","13","   11.50"," ","S","13","   13.12"," ","S","13"
"FMC00914808","09","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","09","99","99","   14.31"," ","S","14","    22.1"," ","S","14","    17.4"," ","S","14","    13.3"," ","S","14","     8.2"," ","S","14","     4.4"," ","S","14","     1.6"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","   11.17"," ","S","14","   13.36"," ","S","14","   16.14"," ","S","14","   10.41"," ","S","14","   12.18"," ","S","14","   15.38"," ","S","14","   17.08"," ","S","14","   11.55"," ","S","14","   15.94"," ","S","14"
"FMC00914808","10","  9.6244"," 138.1592","  19.8","RUMUNG, FM FM","10","99","99","   12.05"," ","S","14","    21.6"," ","S","14","    16.1"," ","S","14","    11.9"," ","S","14","     6.9"," ","S","14","     3.2"," ","S","14","     1.2"," ","S","14","     0.3"," ","S","14","     0.0"," ","S","14","   10.12"," ","S","14","   11.22"," ","S","14","   14.84"," ","S","14","    8.99"," ","S","14","   10.83"," ","S","14","   12.33"," ","S","14","   15.27"," ","S","14","   10.52"," ","S","14","   13.95"," ","S","14"
