"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"RQC00660152","01"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","01","99","99","    2.46"," ","E"," 3"
"RQC00660152","02"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","02","99","99","    2.04"," ","E"," 8"
"RQC00660152","03"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","03","99","99","    1.55"," ","E"," 4"
"RQC00660152","04"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","04","99","99","    2.45"," ","E"," 5"
"RQC00660152","05"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","05","99","99","    5.88"," ","E"," 5"
"RQC00660152","06"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","06","99","99","    4.59"," ","E"," 5"
"RQC00660152","07"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","07","99","99","    6.09"," ","E"," 4"
"RQC00660152","08"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","08","99","99","    6.48"," ","E"," 6"
"RQC00660152","09"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","09","99","99","    7.97"," ","E"," 4"
"RQC00660152","10"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","10","99","99","    7.60"," ","E"," 5"
"RQC00660152","11"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","11","99","99","    5.81"," ","E"," 5"
"RQC00660152","12"," 17.9556"," -66.2222","   7.6","AGUIRRE, PR RQ","12","99","99","    2.79"," ","E"," 4"
