"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"RQ1PRRN0004","01"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","01","99","99","    3.23"," ","E"," 6"
"RQ1PRRN0004","02"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","02","99","99","    2.49"," ","E"," 6"
"RQ1PRRN0004","03"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","03","99","99","    3.78"," ","E"," 6"
"RQ1PRRN0004","04"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","04","99","99","    4.79"," ","E"," 6"
"RQ1PRRN0004","05"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","05","99","99","    7.48"," ","E"," 6"
"RQ1PRRN0004","06"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","06","99","99","    7.41"," ","E"," 6"
"RQ1PRRN0004","07"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","07","99","99","    9.36"," ","E"," 7"
"RQ1PRRN0004","08"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","08","99","99","    7.75"," ","E"," 7"
"RQ1PRRN0004","09"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","09","99","99","   10.50"," ","E"," 7"
"RQ1PRRN0004","10"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","10","99","99","    7.56"," ","E"," 7"
"RQ1PRRN0004","11"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","11","99","99","    6.46"," ","E"," 7"
"RQ1PRRN0004","12"," 18.3188"," -67.2178","  93.3","RINCON 2.8 SE, PR RQ","12","99","99","    2.80"," ","E"," 6"
