"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"FMC00914325","01","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","01","99","99","   11.46"," ","P","11","    18.6"," ","P","11","    13.4"," ","P","11","     9.6"," ","P","11","     6.7"," ","P","11","     3.5"," ","P","11","     1.5"," ","P","11","     0.3"," ","P","11","     0.1"," ","P","11","    8.15"," ","P","11","    9.40"," ","P","11","   14.85"," ","P","11","    7.59"," ","P","11","    9.03"," ","P","11","   13.45"," ","P","11","   15.17"," ","P","11","    8.82"," ","P","11","   14.17"," ","P","11"
"FMC00914325","02","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","02","99","99","   10.68"," ","S","13","    15.4"," ","S","13","    12.0"," ","S","13","     8.5"," ","S","13","     6.1"," ","S","13","     3.6"," ","S","13","     1.5"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","    4.84"," ","S","13","    7.94"," ","S","13","   18.41"," ","S","13","    4.37"," ","S","13","    6.49"," ","S","13","   13.15"," ","S","13","   18.51"," ","S","13","    6.04"," ","S","13","   16.99"," ","S","13"
"FMC00914325","03","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","03","99","99","   13.58"," ","S","12","    19.0"," ","S","12","    14.8"," ","S","12","    11.2"," ","S","12","     8.4"," ","S","12","     4.4"," ","S","12","     1.7"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","    9.97"," ","S","12","   14.09"," ","S","12","   15.79"," ","S","12","    9.85"," ","S","12","   13.36"," ","S","12","   14.41"," ","S","12","   18.58"," ","S","12","   12.04"," ","S","12","   14.47"," ","S","12"
"FMC00914325","04","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","04","99","99","   14.47"," ","P","11","    20.8"," ","S","12","    16.4"," ","S","12","    12.9"," ","S","12","     8.5"," ","S","12","     4.9"," ","S","12","     1.5"," ","S","12","     0.3"," ","S","12","     0.2"," ","S","12","   12.30"," ","P","11","   14.51"," ","P","11","   17.36"," ","P","11","   11.83"," ","P","11","   12.94"," ","P","11","   17.06"," ","P","11","   17.39"," ","P","11","   12.83"," ","P","11","   17.24"," ","P","11"
"FMC00914325","05","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","05","99","99","   12.56"," ","S","12","    21.0"," ","S","12","    16.5"," ","S","12","    12.0"," ","S","12","     8.0"," ","S","12","     4.4"," ","S","12","     1.2"," ","S","12","     0.1"," ","S","12","     0.0"," ","S","12","    9.33"," ","S","12","   13.34"," ","S","12","   16.58"," ","S","12","    5.47"," ","S","12","   12.50"," ","S","12","   14.27"," ","S","12","   17.07"," ","S","12","   11.83"," ","S","12","   15.19"," ","S","12"
"FMC00914325","06","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","06","99","99","   14.04"," ","S","13","    21.9"," ","S","13","    16.6"," ","S","13","    12.1"," ","S","13","     7.8"," ","S","13","     4.2"," ","S","13","     1.6"," ","S","13","     0.4"," ","S","13","     0.2"," ","S","13","    6.67"," ","S","13","   14.81"," ","S","13","   19.07"," ","S","13","    6.64"," ","S","13","   10.74"," ","S","13","   17.49"," ","S","13","   20.92"," ","S","13","    9.17"," ","S","13","   17.99"," ","S","13"
"FMC00914325","07","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","07","99","99","   13.39"," ","S","12","    22.1"," ","S","12","    16.8"," ","S","12","    12.3"," ","S","12","     8.2"," ","S","12","     4.1"," ","S","12","     1.7"," ","S","12","     0.2"," ","S","12","     0.0"," ","S","12","    8.93"," ","S","12","   14.23"," ","S","12","   16.68"," ","S","12","    8.03"," ","S","12","   12.90"," ","S","12","   14.66"," ","S","12","   19.24"," ","S","12","   11.22"," ","S","12","   15.04"," ","S","12"
"FMC00914325","08","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","08","99","99","    7.57"," ","S","12","    17.8"," ","S","12","    11.7"," ","S","12","     7.6"," ","S","12","     4.8"," ","S","12","     2.1"," ","S","12","     0.7"," ","S","12","     0.0"," ","S","12","     0.0"," ","S","12","    4.95"," ","S","12","    6.55"," ","S","12","    8.41"," ","S","12","    3.78"," ","S","12","    5.80"," ","S","12","    7.20"," ","S","12","    9.66"," ","S","12","    5.53"," ","S","12","    7.54"," ","S","12"
"FMC00914325","09","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","09","99","99","    7.90"," ","S","12","    17.1"," ","S","13","    11.9"," ","S","13","     8.7"," ","S","13","     6.0"," ","S","13","     2.7"," ","S","13","     0.4"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    5.92"," ","S","12","    8.49"," ","S","12","   10.75"," ","S","12","    5.61"," ","S","12","    7.70"," ","S","12","    9.52"," ","S","12","   10.99"," ","S","12","    7.09"," ","S","12","   10.07"," ","S","12"
"FMC00914325","10","  1.0833"," 154.8000","   2.7","KAPINGAMARANGI, FM FM","10","99","99","    7.04"," ","S","13","    15.0"," ","S","13","    10.9"," ","S","13","     7.2"," ","S","13","     4.8"," ","S","13","     2.0"," ","S","13","     0.5"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    3.05"," ","S","13","    5.93"," ","S","13","   11.67"," ","S","13","    2.50"," ","S","13","    5.03"," ","S","13","    7.23"," ","S","13","   12.46"," ","S","13","    4.64"," ","S","13","   10.64"," ","S","13"
