"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"RQC00665693","01"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","01","99","99","    2.49"," ","E"," 7"
"RQC00665693","02"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","02","99","99","    1.82"," ","E"," 6"
"RQC00665693","03"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","03","99","99","    3.20"," ","E"," 7"
"RQC00665693","04"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","04","99","99","    2.86"," ","E"," 7"
"RQC00665693","05"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","05","99","99","    3.95"," ","E"," 8"
"RQC00665693","06"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","06","99","99","    3.53"," ","E"," 7"
"RQC00665693","07"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","07","99","99","    3.35"," ","E"," 6"
"RQC00665693","08"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","08","99","99","    4.19"," ","E"," 5"
"RQC00665693","09"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","09","99","99","    6.52"," ","E"," 7"
"RQC00665693","10"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","10","99","99","    7.09"," ","E"," 9"
"RQC00665693","11"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","11","99","99","    5.35"," ","E"," 6"
"RQC00665693","12"," 17.9722"," -67.0461","   3.7","MAGUEYES IS, PR RQ","12","99","99","    1.92"," ","E"," 4"
