"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"RQC00663532","01"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","01","99","99","    1.42"," ","S","13","     3.8"," ","S","13","     2.5"," ","S","13","     1.5"," ","S","13","     0.7"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.53"," ","S","13","    0.96"," ","S","13","    2.37"," ","S","13","    0.31"," ","S","13","    0.87"," ","S","13","    1.57"," ","S","13","    2.71"," ","S","13","    0.80"," ","S","13","    1.84"," ","S","13"
"RQC00663532","02"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","02","99","99","    1.03"," ","S","14","     3.2"," ","S","14","     2.2"," ","S","14","     1.2"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    0.47"," ","S","14","    0.81"," ","S","14","    1.64"," ","S","14","    0.37"," ","S","14","    0.64"," ","S","14","    1.14"," ","S","14","    1.67"," ","S","14","    0.61"," ","S","14","    1.38"," ","S","14"
"RQC00663532","03"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","03","99","99","    2.06"," ","S","14","     6.2"," ","S","14","     4.4"," ","S","14","     2.4"," ","S","14","     1.6"," ","S","14","     0.3"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    1.23"," ","S","14","    1.77"," ","S","14","    2.92"," ","S","14","    1.13"," ","S","14","    1.36"," ","S","14","    2.34"," ","S","14","    2.97"," ","S","14","    1.33"," ","S","14","    2.84"," ","S","14"
"RQC00663532","04"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","04","99","99","    2.28"," ","S","14","     5.6"," ","S","14","     4.0"," ","S","14","     2.8"," ","S","14","     1.5"," ","S","14","     0.5"," ","S","14","     0.3"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    0.96"," ","S","14","    1.80"," ","S","14","    3.24"," ","S","14","    0.88"," ","S","14","    1.71"," ","S","14","    2.20"," ","S","14","    3.56"," ","S","14","    1.41"," ","S","14","    2.45"," ","S","14"
"RQC00663532","05"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","05","99","99","    2.35"," ","S","14","     6.1"," ","S","14","     4.7"," ","S","14","     2.8"," ","S","14","     1.5"," ","S","14","     0.5"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    1.14"," ","S","14","    1.47"," ","S","14","    2.19"," ","S","14","    1.00"," ","S","14","    1.43"," ","S","14","    1.75"," ","S","14","    2.61"," ","S","14","    1.35"," ","S","14","    1.99"," ","S","14"
"RQC00663532","06"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","06","99","99","    2.49"," ","S","14","     4.8"," ","S","14","     3.6"," ","S","14","     2.5"," ","S","14","     1.9"," ","S","14","     0.7"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    0.55"," ","S","14","    1.95"," ","S","14","    4.19"," ","S","14","    0.20"," ","S","14","    1.61"," ","S","14","    3.03"," ","S","14","    4.37"," ","S","14","    1.06"," ","S","14","    3.89"," ","S","14"
"RQC00663532","07"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","07","99","99","    2.16"," ","S","14","     4.4"," ","S","14","     3.6"," ","S","14","     2.3"," ","S","14","     1.2"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    0.65"," ","S","14","    1.48"," ","S","14","    2.80"," ","S","14","    0.59"," ","S","14","    1.05"," ","S","14","    1.49"," ","S","14","    3.45"," ","S","14","    0.82"," ","S","14","    1.77"," ","S","14"
"RQC00663532","08"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","08","99","99","    4.27"," ","S","14","     6.9"," ","S","14","     5.4"," ","S","14","     3.9"," ","S","14","     2.4"," ","S","14","     1.4"," ","S","14","     0.5"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    1.94"," ","S","14","    3.50"," ","S","14","    5.48"," ","S","14","    1.67"," ","S","14","    3.01"," ","S","14","    3.88"," ","S","14","    6.84"," ","S","14","    2.39"," ","S","14","    4.31"," ","S","14"
"RQC00663532","09"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","09","99","99","    5.09"," ","S","14","     7.7"," ","S","14","     5.9"," ","S","14","     4.2"," ","S","14","     2.8"," ","S","14","     1.4"," ","S","14","     0.6"," ","S","14","     0.2"," ","S","14","     0.1"," ","S","14","    1.58"," ","S","14","    4.19"," ","S","14","    5.58"," ","S","14","    1.46"," ","S","14","    2.43"," ","S","14","    4.86"," ","S","14","    6.88"," ","S","14","    2.16"," ","S","14","    4.94"," ","S","14"
"RQC00663532","10"," 17.9728"," -66.9458","  45.7","ENSENADA 1 W, PR RQ","10","99","99","    4.78"," ","S","14","     9.7"," ","S","14","     7.7"," ","S","14","     4.9"," ","S","14","     2.9"," ","S","14","     1.2"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    1.89"," ","S","14","    3.35"," ","S","14","    5.65"," ","S","14","    1.85"," ","S","14","    3.21"," ","S","14","    3.49"," ","S","14","    7.27"," ","S","14","    2.68"," ","S","14","    3.91"," ","S","14"
