"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"RQC00668536","01"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","01","99","99","    1.93"," ","S","13","     5.6"," ","S","13","     3.9"," ","S","13","     2.0"," ","S","13","     1.4"," ","S","13","     0.5"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.70"," ","S","13","    1.26"," ","S","13","    2.40"," ","S","13","    0.53"," ","S","13","    1.02"," ","S","13","    2.15"," ","S","13","    2.81"," ","S","13","    0.86"," ","S","13","    2.28"," ","S","13"
"RQC00668536","02"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","02","99","99","    1.91"," ","S","13","     4.9"," ","S","13","     3.4"," ","S","13","     2.3"," ","S","13","     1.2"," ","S","13","     0.7"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.89"," ","S","13","    1.60"," ","S","13","    2.91"," ","S","13","    0.82"," ","S","13","    1.46"," ","S","13","    2.31"," ","S","13","    3.04"," ","S","13","    1.21"," ","S","13","    2.71"," ","S","13"
"RQC00668536","03"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","03","99","99","    3.55"," ","S","15","     9.6"," ","S","15","     6.9"," ","S","15","     4.2"," ","S","15","     2.2"," ","S","15","     0.9"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","     0.0"," ","S","15","    2.56"," ","S","15","    2.96"," ","S","15","    4.42"," ","S","15","    2.50"," ","S","15","    2.65"," ","S","15","    3.73"," ","S","15","    4.77"," ","S","15","    2.62"," ","S","15","    4.03"," ","S","15"
"RQC00668536","04"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","04","99","99","    4.67"," ","S","13","     9.4"," ","S","14","     6.8"," ","S","14","     4.7"," ","S","14","     2.6"," ","S","14","     1.6"," ","S","14","     0.4"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    2.83"," ","S","13","    4.09"," ","S","13","    5.64"," ","S","13","    2.76"," ","S","13","    3.28"," ","S","13","    5.03"," ","S","13","    6.06"," ","S","13","    3.02"," ","S","13","    5.28"," ","S","13"
"RQC00668536","05"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","05","99","99","    3.76"," ","S","14","     8.4"," ","S","14","     6.6"," ","S","14","     4.6"," ","S","14","     2.7"," ","S","14","     0.9"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    2.07"," ","S","14","    3.81"," ","S","14","    4.89"," ","S","14","    1.64"," ","S","14","    2.47"," ","S","14","    4.24"," ","S","14","    5.09"," ","S","14","    2.37"," ","S","14","    4.58"," ","S","14"
"RQC00668536","06"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","06","99","99","    2.18"," ","S","13","     4.6"," ","S","13","     3.7"," ","S","13","     2.2"," ","S","13","     1.2"," ","S","13","     0.3"," ","S","13","     0.1"," ","S","13","     0.0"," ","S","13","     0.0"," ","S","13","    0.49"," ","S","13","    1.72"," ","S","13","    3.65"," ","S","13","    0.45"," ","S","13","    1.41"," ","S","13","    2.29"," ","S","13","    4.01"," ","S","13","    0.93"," ","S","13","    3.14"," ","S","13"
"RQC00668536","07"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","07","99","99","    4.16"," ","S","14","     8.1"," ","S","14","     6.2"," ","S","14","     4.7"," ","S","14","     2.7"," ","S","14","     1.1"," ","S","14","     0.2"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    2.13"," ","S","14","    3.77"," ","S","14","    4.81"," ","S","14","    1.84"," ","S","14","    3.49"," ","S","14","    4.20"," ","S","14","    5.14"," ","S","14","    3.07"," ","S","14","    4.40"," ","S","14"
"RQC00668536","08"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","08","99","99","    6.87"," ","S","14","    10.9"," ","S","14","     9.3"," ","S","14","     6.6"," ","S","14","     4.5"," ","S","14","     2.0"," ","S","14","     0.8"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    4.61"," ","S","14","    6.31"," ","S","14","    8.49"," ","S","14","    4.06"," ","S","14","    5.37"," ","S","14","    7.23"," ","S","14","    9.00"," ","S","14","    5.21"," ","S","14","    7.79"," ","S","14"
"RQC00668536","09"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","09","99","99","    7.51"," ","S","13","    12.7"," ","S","14","    10.2"," ","S","14","     7.0"," ","S","14","     4.5"," ","S","14","     2.1"," ","S","14","     0.9"," ","S","14","     0.2"," ","S","14","     0.0"," ","S","14","    4.35"," ","S","13","    6.14"," ","S","13","    7.03"," ","S","13","    4.00"," ","S","13","    5.67"," ","S","13","    6.38"," ","S","13","    7.72"," ","S","13","    5.16"," ","S","13","    6.56"," ","S","13"
"RQC00668536","10"," 18.0889"," -66.9300"," 259.1","SABANA GRANDE 2 ENE, PR RQ","10","99","99","    8.26"," ","S","14","    15.1"," ","S","14","    12.6"," ","S","14","     8.4"," ","S","14","     5.7"," ","S","14","     2.7"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","    5.45"," ","S","14","    7.76"," ","S","14","   10.23"," ","S","14","    5.15"," ","S","14","    7.12"," ","S","14","    8.84"," ","S","14","   10.35"," ","S","14","    5.97"," ","S","14","    9.83"," ","S","14"
