"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL","MLY-PRCP-AVGNDS-GE001HI","meas_flag_MLY-PRCP-AVGNDS-GE001HI","comp_flag_MLY-PRCP-AVGNDS-GE001HI","years_MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","meas_flag_MLY-PRCP-AVGNDS-GE010HI","comp_flag_MLY-PRCP-AVGNDS-GE010HI","years_MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE025HI","meas_flag_MLY-PRCP-AVGNDS-GE025HI","comp_flag_MLY-PRCP-AVGNDS-GE025HI","years_MLY-PRCP-AVGNDS-GE025HI","MLY-PRCP-AVGNDS-GE050HI","meas_flag_MLY-PRCP-AVGNDS-GE050HI","comp_flag_MLY-PRCP-AVGNDS-GE050HI","years_MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","meas_flag_MLY-PRCP-AVGNDS-GE100HI","comp_flag_MLY-PRCP-AVGNDS-GE100HI","years_MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-AVGNDS-GE200HI","meas_flag_MLY-PRCP-AVGNDS-GE200HI","comp_flag_MLY-PRCP-AVGNDS-GE200HI","years_MLY-PRCP-AVGNDS-GE200HI","MLY-PRCP-AVGNDS-GE400HI","meas_flag_MLY-PRCP-AVGNDS-GE400HI","comp_flag_MLY-PRCP-AVGNDS-GE400HI","years_MLY-PRCP-AVGNDS-GE400HI","MLY-PRCP-AVGNDS-GE600HI","meas_flag_MLY-PRCP-AVGNDS-GE600HI","comp_flag_MLY-PRCP-AVGNDS-GE600HI","years_MLY-PRCP-AVGNDS-GE600HI","MLY-PRCP-25PCTL","meas_flag_MLY-PRCP-25PCTL","comp_flag_MLY-PRCP-25PCTL","years_MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","meas_flag_MLY-PRCP-50PCTL","comp_flag_MLY-PRCP-50PCTL","years_MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","meas_flag_MLY-PRCP-75PCTL","comp_flag_MLY-PRCP-75PCTL","years_MLY-PRCP-75PCTL","MLY-PRCP-20PCTL","meas_flag_MLY-PRCP-20PCTL","comp_flag_MLY-PRCP-20PCTL","years_MLY-PRCP-20PCTL","MLY-PRCP-40PCTL","meas_flag_MLY-PRCP-40PCTL","comp_flag_MLY-PRCP-40PCTL","years_MLY-PRCP-40PCTL","MLY-PRCP-60PCTL","meas_flag_MLY-PRCP-60PCTL","comp_flag_MLY-PRCP-60PCTL","years_MLY-PRCP-60PCTL","MLY-PRCP-80PCTL","meas_flag_MLY-PRCP-80PCTL","comp_flag_MLY-PRCP-80PCTL","years_MLY-PRCP-80PCTL","MLY-PRCP-33PCTL","meas_flag_MLY-PRCP-33PCTL","comp_flag_MLY-PRCP-33PCTL","years_MLY-PRCP-33PCTL","MLY-PRCP-67PCTL","meas_flag_MLY-PRCP-67PCTL","comp_flag_MLY-PRCP-67PCTL","years_MLY-PRCP-67PCTL"
"FMC00914163","01","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","01","99","99","    8.01"," ","S","14","    19.5"," ","S","14","    12.5"," ","S","14","     8.2"," ","S","14","     4.6"," ","S","14","     1.9"," ","S","14","     0.7"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    4.54"," ","S","14","    6.55"," ","S","14","   11.23"," ","S","14","    4.00"," ","S","14","    5.27"," ","S","14","    6.90"," ","S","14","   11.96"," ","S","14","    4.62"," ","S","14","    8.36"," ","S","14"
"FMC00914163","02","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","02","99","99","    6.63"," ","S","13","    16.6"," ","S","13","     9.9"," ","S","13","     5.7"," ","S","13","     3.5"," ","S","13","     1.9"," ","S","13","     0.8"," ","S","13","     0.2"," ","S","13","     0.0"," ","S","13","    3.50"," ","S","13","    4.77"," ","S","13","    7.78"," ","S","13","    2.67"," ","S","13","    4.41"," ","S","13","    5.91"," ","S","13","    8.75"," ","S","13","    4.23"," ","S","13","    6.43"," ","S","13"
"FMC00914163","03","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","03","99","99","    6.39"," ","S","13","    15.5"," ","S","14","     9.8"," ","S","14","     5.7"," ","S","14","     3.4"," ","S","14","     1.8"," ","S","14","     0.6"," ","S","14","     0.1"," ","S","14","     0.1"," ","S","14","    4.11"," ","S","13","    5.78"," ","S","13","    8.07"," ","S","13","    3.40"," ","S","13","    5.42"," ","S","13","    6.74"," ","S","13","    8.49"," ","S","13","    5.15"," ","S","13","    7.95"," ","S","13"
"FMC00914163","04","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","04","99","99","    6.00"," ","S","14","    17.6"," ","S","14","    11.6"," ","S","14","     6.4"," ","S","14","     3.4"," ","S","14","     1.8"," ","S","14","     0.4"," ","S","14","     0.0"," ","S","14","     0.0"," ","S","14","    3.34"," ","S","14","    4.82"," ","S","14","    9.26"," ","S","14","    3.30"," ","S","14","    4.41"," ","S","14","    6.57"," ","S","14","    9.39"," ","S","14","    3.91"," ","S","14","    8.25"," ","S","14"
"FMC00914163","05","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","05","99","99","   10.27"," ","S","12","    21.5"," ","S","13","    13.7"," ","S","13","     9.7"," ","S","13","     6.0"," ","S","13","     2.8"," ","S","13","     0.7"," ","S","13","     0.2"," ","S","13","     0.1"," ","S","13","    6.74"," ","S","12","    9.58"," ","S","12","   13.34"," ","S","12","    6.01"," ","S","12","    8.43"," ","S","12","   11.03"," ","S","12","   14.89"," ","S","12","    7.82"," ","S","12","   11.59"," ","S","12"
"FMC00914163","06","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","06","99","99","   11.66"," ","R","11","    24.0"," ","S","12","    17.7"," ","S","12","    12.1"," ","S","12","     7.3"," ","S","12","     3.7"," ","S","12","     1.1"," ","S","12","     0.1"," ","S","12","     0.1"," ","S","12","    9.04"," ","R","11","   11.72"," ","R","11","   15.39"," ","R","11","    8.01"," ","R","11","   10.39"," ","R","11","   12.61"," ","R","11","   15.87"," ","R","11","    9.79"," ","R","11","   13.86"," ","R","11"
"FMC00914163","07","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","07","99","99","   14.26"," ","S","12","    23.1"," ","S","12","    17.8"," ","S","12","    14.2"," ","S","12","     9.8"," ","S","12","     4.8"," ","S","12","     1.2"," ","S","12","     0.3"," ","S","12","     0.0"," ","S","12","   10.05"," ","S","12","   15.26"," ","S","12","   18.77"," ","S","12","    8.61"," ","S","12","   12.75"," ","S","12","   15.93"," ","S","12","   19.17"," ","S","12","   11.95"," ","S","12","   17.12"," ","S","12"
"FMC00914163","08","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","08","99","99","   14.04"," ","S","14","    22.6"," ","S","14","    17.6"," ","S","14","    13.1"," ","S","14","     9.0"," ","S","14","     5.4"," ","S","14","     1.1"," ","S","14","     0.1"," ","S","14","     0.0"," ","S","14","   11.97"," ","S","14","   13.44"," ","S","14","   17.71"," ","S","14","   11.46"," ","S","14","   12.79"," ","S","14","   14.87"," ","S","14","   17.94"," ","S","14","   12.54"," ","S","14","   16.33"," ","S","14"
"FMC00914163","09","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","09","99","99","   16.97"," ","S","14","    22.6"," ","S","14","    17.6"," ","S","14","    13.8"," ","S","14","    10.4"," ","S","14","     6.2"," ","S","14","     2.1"," ","S","14","     0.3"," ","S","14","     0.0"," ","S","14","   13.47"," ","S","14","   15.93"," ","S","14","   20.44"," ","S","14","   13.33"," ","S","14","   14.50"," ","S","14","   17.15"," ","S","14","   21.53"," ","S","14","   14.13"," ","S","14","   18.86"," ","S","14"
"FMC00914163","10","  9.5367"," 138.1211","  20.1","DUGOR, FM FM","10","99","99","   13.57"," ","S","14","    22.1"," ","S","14","    16.6"," ","S","14","    12.1"," ","S","14","     8.1"," ","S","14","     4.1"," ","S","14","     1.4"," ","S","14","     0.3"," ","S","14","     0.0"," ","S","14","    9.83"," ","S","14","   14.57"," ","S","14","   16.18"," ","S","14","    9.34"," ","S","14","   10.93"," ","S","14","   15.14"," ","S","14","   17.03"," ","S","14","   10.34"," ","S","14","   15.62"," ","S","14"
